property_code,building_name,vendor,category,category_label,annual_spend
106,5 West 14th Owners Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,55658.6
106,5 West 14th Owners Corp,Champion Pipe Covering Inc.,PLUMBING_REPAIRS,Plumbing Repairs,11800.0
106,5 West 14th Owners Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,303.76
106,5 West 14th Owners Corp,Dave's Electric Motors & Pumps,PLUMBING_REPAIRS,Plumbing Repairs,6429.09
106,5 West 14th Owners Corp,Crystal Comfort Inc.,AC_MAINTENANCE,AC Maintenance,8165.64
106,5 West 14th Owners Corp,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,40978.68
106,5 West 14th Owners Corp,Assured Environments,EXTERMINATING,Exterminating,7835.28
106,5 West 14th Owners Corp,Handytrac Systems LLC,SECURITY_ALARM,Security/Alarm,899.4
106,5 West 14th Owners Corp,Crystal Comfort Inc.,WATER_TREATMENT,Water Treatment,1633.13
106,5 West 14th Owners Corp,Urban Green Gardens LLC,LANDSCAPING,Landscaping,5672.4
106,5 West 14th Owners Corp,Wendy Reitmeier,LANDSCAPING,Landscaping,0.0
106,5 West 14th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,408941.24
106,5 West 14th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,68108.0
106,5 West 14th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,16505.0
106,5 West 14th Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,192280.9
106,5 West 14th Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,294405.77
123,Beverly House Co. (Sponsor units only),"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,10141.36
138,Morgan House Condominium,"Breezin HVAC, Inc",HVAC_REPAIRS,HVAC Repairs,3320.69
138,Morgan House Condominium,New York Plumbing and Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,5186.61
138,Morgan House Condominium,Century Elevator Maintenance Corporation,ELEVATOR_REPAIRS,Elevator Repairs,979.88
138,Morgan House Condominium,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,15347.17
138,Morgan House Condominium,Standard Pest Management,EXTERMINATING,Exterminating,4368.22
138,Morgan House Condominium,"Long Range Wireless, LLC",SECURITY_ALARM,Security/Alarm,1077.86
138,Morgan House Condominium,NuVel Technica LLC,SECURITY_ALARM,Security/Alarm,331.52
138,Morgan House Condominium,The Metro Group Inc.,WATER_TREATMENT,Water Treatment,1005.35
138,Morgan House Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,25975.46
138,Morgan House Condominium,First Insurance Funding Corp.,INSURANCE_PACKAGE,Package Insurance,153679.2
138,Morgan House Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,28344.9
138,Morgan House Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,43876.44
140,29-45 Tenants Corp,York Mechanical Corp.,HVAC_REPAIRS,HVAC Repairs,631.48
140,29-45 Tenants Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,41441.08
140,29-45 Tenants Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,439.86
140,29-45 Tenants Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,6084.32
140,29-45 Tenants Corp,Century Elevator Maintenance Corporation,ELEVATOR_REPAIRS,Elevator Repairs,12084.04
140,29-45 Tenants Corp,Bek Building Maintenance Corp,CLEANING_MAINTENANCE,Cleaning & Maintenance,951.57
140,29-45 Tenants Corp,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,50212.4
140,29-45 Tenants Corp,Assured Environments,EXTERMINATING,Exterminating,2825.04
140,29-45 Tenants Corp,AEC Electronics Inc.,SECURITY_ALARM,Security/Alarm,4770.0
140,29-45 Tenants Corp,"Long Range Wireless, LLC",SECURITY_ALARM,Security/Alarm,538.93
140,29-45 Tenants Corp,Rochester Midland Corporation,WATER_TREATMENT,Water Treatment,851.4
140,29-45 Tenants Corp,Higher Ground Horticulture LLC,LANDSCAPING,Landscaping,8185.22
140,29-45 Tenants Corp,"Let It Grow, Inc.",LANDSCAPING,Landscaping,40570.5
140,29-45 Tenants Corp,Schubert,LANDSCAPING,Landscaping,827.83
140,29-45 Tenants Corp,Torus Hole LLC,LANDSCAPING,Landscaping,9200.0
140,29-45 Tenants Corp,Urban Arborists,LANDSCAPING,Landscaping,5392.01
140,29-45 Tenants Corp,Mary Delaney Interior Design,LANDSCAPING,Landscaping,4081.14
140,29-45 Tenants Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,71312.26
140,29-45 Tenants Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,38600.31
140,29-45 Tenants Corp,NYC Water Board,WATER_SEWER,Water/Sewer,47629.18
140,29-45 Tenants Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,64890.0
148,130 E. 18 Owners Corp,New York Fan Coil LLC.,HVAC_REPAIRS,HVAC Repairs,12153.24
148,130 E. 18 Owners Corp,ALED Technologies Inc.,HVAC_REPAIRS,HVAC Repairs,1747.44
148,130 E. 18 Owners Corp,Pro-Tech Plumbing and Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,102502.68
148,130 E. 18 Owners Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,120132.3
148,130 E. 18 Owners Corp,Veteran Pipe Covering Co Inc,PLUMBING_REPAIRS,Plumbing Repairs,1262.7
148,130 E. 18 Owners Corp,Dave's Electric Motors & Pumps,PLUMBING_REPAIRS,Plumbing Repairs,2041.41
148,130 E. 18 Owners Corp,"Power Cooling, Inc.",PLUMBING_REPAIRS,Plumbing Repairs,8655.56
148,130 E. 18 Owners Corp,Atz Enterprise LLC,ELECTRICAL_REPAIRS,Electrical Repairs,26225.7
148,130 E. 18 Owners Corp,PS Marcato Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,831.81
148,130 E. 18 Owners Corp,Bio-Bright NY LLC,CLEANING_MAINTENANCE,Cleaning & Maintenance,6521.62
148,130 E. 18 Owners Corp,"Power Cooling, Inc.",AC_MAINTENANCE,AC Maintenance,5226.0
148,130 E. 18 Owners Corp,"Power Cooling, Inc.",HVAC_MAINTENANCE,HVAC Maintenance,1742.0
148,130 E. 18 Owners Corp,VDA LLC,ELEVATOR_MAINTENANCE,Elevator Maintenance,2035.0
148,130 E. 18 Owners Corp,PS Marcato Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,21236.47
148,130 E. 18 Owners Corp,M.G.M. Home Improvement,RUBBISH_REMOVAL,Rubbish Removal,1589.57
148,130 E. 18 Owners Corp,Dial-A-Bug Pest Control,EXTERMINATING,Exterminating,20772.9
148,130 E. 18 Owners Corp,"MDU Security Systems, Inc.",SECURITY_ALARM,Security/Alarm,6766.57
148,130 E. 18 Owners Corp,"Purity Laboratories, Inc.",WATER_TREATMENT,Water Treatment,20347.42
148,130 E. 18 Owners Corp,Elevated Outdoors,LANDSCAPING,Landscaping,36549.96
148,130 E. 18 Owners Corp,Rooftop Drops Inc.,LANDSCAPING,Landscaping,1571.4
148,130 E. 18 Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,117954.49
148,130 E. 18 Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,74541.12
148,130 E. 18 Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,15428.0
148,130 E. 18 Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,182826.57
148,130 E. 18 Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,142183.2
159,5601 Riverdale Owners Corp,New York Plumbing and Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,51946.8
159,5601 Riverdale Owners Corp,Joan Shisler,PLUMBING_REPAIRS,Plumbing Repairs,2800.0
159,5601 Riverdale Owners Corp,Primetime Contractors Inc,PLUMBING_REPAIRS,Plumbing Repairs,4790.5
159,5601 Riverdale Owners Corp,M. J. M. Electrical of NY Inc.,ELECTRICAL_REPAIRS,Electrical Repairs,7500.0
159,5601 Riverdale Owners Corp,Century Elevator Maintenance Corporation,ELEVATOR_REPAIRS,Elevator Repairs,10914.72
159,5601 Riverdale Owners Corp,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,14228.16
159,5601 Riverdale Owners Corp,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,11492.9
159,5601 Riverdale Owners Corp,Fleetwood Lock & Alarm Co.Inc.,SECURITY_ALARM,Security/Alarm,2495.42
159,5601 Riverdale Owners Corp,"All Time Detection, Inc",SECURITY_ALARM,Security/Alarm,1470.9
159,5601 Riverdale Owners Corp,The Metro Group Inc.,WATER_TREATMENT,Water Treatment,2468.11
159,5601 Riverdale Owners Corp,Almstead Tree Company Inc.,LANDSCAPING,Landscaping,255.77
159,5601 Riverdale Owners Corp,Gianni Giambrone Landscaping Service LL,LANDSCAPING,Landscaping,13761.8
159,5601 Riverdale Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,111721.1
159,5601 Riverdale Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,20000.0
159,5601 Riverdale Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,6244.0
159,5601 Riverdale Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,88604.85
159,5601 Riverdale Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,50000.04
168,310 East 49th Owners Corp,Steinman Piping And Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,2313.6
168,310 East 49th Owners Corp,Building Efficiency Services Corp,PLUMBING_REPAIRS,Plumbing Repairs,9535.0
168,310 East 49th Owners Corp,Sofia Westin,PLUMBING_REPAIRS,Plumbing Repairs,4000.0
168,310 East 49th Owners Corp,"Axcel Electric Company, Inc",ELECTRICAL_REPAIRS,Electrical Repairs,696.8
168,310 East 49th Owners Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,1829.1
168,310 East 49th Owners Corp,Bek Building Maintenance Corp,CLEANING_MAINTENANCE,Cleaning & Maintenance,4863.94
168,310 East 49th Owners Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,15466.63
168,310 East 49th Owners Corp,Knockout Pest Control Inc,EXTERMINATING,Exterminating,4355.04
168,310 East 49th Owners Corp,Tech Savvy Team LLC,SECURITY_ALARM,Security/Alarm,2320.21
168,310 East 49th Owners Corp,Academy Mailbox CO. Inc,SECURITY_ALARM,Security/Alarm,2717.52
168,310 East 49th Owners Corp,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,1616.79
168,310 East 49th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,58304.0
168,310 East 49th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,16377.0
168,310 East 49th Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,27839.83
168,310 East 49th Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,59317.44
204,444 East 86th Street Owners Corp,Matco Service Corp.,HVAC_REPAIRS,HVAC Repairs,36882.18
204,444 East 86th Street Owners Corp,ALED Technologies Inc.,HVAC_REPAIRS,HVAC Repairs,10065.49
204,444 East 86th Street Owners Corp,PG Insulation Inc,PLUMBING_REPAIRS,Plumbing Repairs,7210.94
204,444 East 86th Street Owners Corp,Alklem Plumbing Inc.,PLUMBING_REPAIRS,Plumbing Repairs,281866.79
204,444 East 86th Street Owners Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,51781.65
204,444 East 86th Street Owners Corp,Arthur C. Klem Inc,PLUMBING_REPAIRS,Plumbing Repairs,18820.12
204,444 East 86th Street Owners Corp,Mechanical Epoxy Solutions,PLUMBING_REPAIRS,Plumbing Repairs,11431.88
204,444 East 86th Street Owners Corp,Atlas Pump Repair Corp.,PLUMBING_REPAIRS,Plumbing Repairs,18998.69
204,444 East 86th Street Owners Corp,"A + Electric of Greater New York, Inc",ELECTRICAL_REPAIRS,Electrical Repairs,2063.18
204,444 East 86th Street Owners Corp,Electrical Contracting Solutions,ELECTRICAL_REPAIRS,Electrical Repairs,796.97
204,444 East 86th Street Owners Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,29369.04
204,444 East 86th Street Owners Corp,Techkin Enterprise Inc.,ELECTRICAL_REPAIRS,Electrical Repairs,4800.0
204,444 East 86th Street Owners Corp,PS Marcato Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,11660.51
204,444 East 86th Street Owners Corp,Matco Service Corp.,HVAC_MAINTENANCE,HVAC Maintenance,23141.43
204,444 East 86th Street Owners Corp,SmartCon Solutions LLC,HVAC_MAINTENANCE,HVAC Maintenance,2360.2
204,444 East 86th Street Owners Corp,PS Marcato Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,41545.44
204,444 East 86th Street Owners Corp,VDA LLC,ELEVATOR_MAINTENANCE,Elevator Maintenance,2120.0
204,444 East 86th Street Owners Corp,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,13869.04
204,444 East 86th Street Owners Corp,Dial-A-Bug Pest Control,EXTERMINATING,Exterminating,9321.54
204,444 East 86th Street Owners Corp,Academy Mailbox CO. Inc,SECURITY_ALARM,Security/Alarm,4572.76
204,444 East 86th Street Owners Corp,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,598.81
204,444 East 86th Street Owners Corp,Gabriel Landscaping Inc.,LANDSCAPING,Landscaping,11711.15
204,444 East 86th Street Owners Corp,NYC Floral Decorators,LANDSCAPING,Landscaping,2928.78
204,444 East 86th Street Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,466099.93
204,444 East 86th Street Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,63148.82
204,444 East 86th Street Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,12812.0
204,444 East 86th Street Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,219491.56
204,444 East 86th Street Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,140070.6
205,77 Bleecker Commercial Prop,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,17335.92
206,77 Bleecker Street Corp,ProCore Mechanical Corp,HVAC_REPAIRS,HVAC Repairs,91542.13
206,77 Bleecker Street Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,115076.15
206,77 Bleecker Street Corp,Veteran Pipe Covering Co Inc,PLUMBING_REPAIRS,Plumbing Repairs,5125.12
206,77 Bleecker Street Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,2046.86
206,77 Bleecker Street Corp,Edison Parker,PLUMBING_REPAIRS,Plumbing Repairs,9874.96
206,77 Bleecker Street Corp,Dave's Electric Motors & Pumps,PLUMBING_REPAIRS,Plumbing Repairs,2095.84
206,77 Bleecker Street Corp,Unitec Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,1120.44
206,77 Bleecker Street Corp,"American Fire Restoration, LLC",CLEANING_MAINTENANCE,Cleaning & Maintenance,8282.99
206,77 Bleecker Street Corp,Unitec Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,32915.2
206,77 Bleecker Street Corp,Assured Environments,EXTERMINATING,Exterminating,5941.78
206,77 Bleecker Street Corp,Dial-A-Bug Pest Control,EXTERMINATING,Exterminating,1453.5
206,77 Bleecker Street Corp,AEC Electronics Inc.,SECURITY_ALARM,Security/Alarm,945.0
206,77 Bleecker Street Corp,AFA Protective Systems Inc,SECURITY_ALARM,Security/Alarm,7326.23
206,77 Bleecker Street Corp,Imagine ProCom Inc.,SECURITY_ALARM,Security/Alarm,6281.48
206,77 Bleecker Street Corp,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,708.78
206,77 Bleecker Street Corp,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,14358.44
206,77 Bleecker Street Corp,"Arborpolitan, Inc",LANDSCAPING,Landscaping,0.0
206,77 Bleecker Street Corp,Chase Card Member Services,LANDSCAPING,Landscaping,1341.34
206,77 Bleecker Street Corp,Solicito and Son Contracting Corp,LANDSCAPING,Landscaping,5659.6
206,77 Bleecker Street Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,362339.44
206,77 Bleecker Street Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,101567.87
206,77 Bleecker Street Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,12344.0
206,77 Bleecker Street Corp,NYC Water Board,WATER_SEWER,Water/Sewer,111976.22
206,77 Bleecker Street Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,112262.88
210,210 Central Park South Inc,Crystal Comfort Inc.,HVAC_REPAIRS,HVAC Repairs,4028.39
210,210 Central Park South Inc,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,15078.83
210,210 Central Park South Inc,Jag Lighting,ELECTRICAL_REPAIRS,Electrical Repairs,15895.76
210,210 Central Park South Inc,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,3814.98
210,210 Central Park South Inc,Crystal Comfort Inc.,AC_MAINTENANCE,AC Maintenance,3919.5
210,210 Central Park South Inc,Century Elevator Maintenance Corporation,ELEVATOR_MAINTENANCE,Elevator Maintenance,18813.47
210,210 Central Park South Inc,Select Exterminating Company,EXTERMINATING,Exterminating,6802.5
210,210 Central Park South Inc,Home Entertainment Design Inc,SECURITY_ALARM,Security/Alarm,8622.9
210,210 Central Park South Inc,"Purity Laboratories, Inc.",WATER_TREATMENT,Water Treatment,9335.1
210,210 Central Park South Inc,Jane Packer Inc.,LANDSCAPING,Landscaping,16546.85
210,210 Central Park South Inc,Lanmarc Management Inc dba Craft Inc,LANDSCAPING,Landscaping,13870.68
210,210 Central Park South Inc,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,68792.56
210,210 Central Park South Inc,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,50902.39
210,210 Central Park South Inc,NYC Water Board,WATER_SEWER,Water/Sewer,68653.81
210,210 Central Park South Inc,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,66950.04
212,221 East 36th Owners Corp,Leonard Powers Inc,HVAC_REPAIRS,HVAC Repairs,7276.75
212,221 East 36th Owners Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,42286.28
212,221 East 36th Owners Corp,Atlas Pump Repair Corp.,PLUMBING_REPAIRS,Plumbing Repairs,19270.88
212,221 East 36th Owners Corp,AEC Electronics Inc.,ELECTRICAL_REPAIRS,Electrical Repairs,2485.0
212,221 East 36th Owners Corp,M & B Electrical and Mechanical Solutions Corp,ELECTRICAL_REPAIRS,Electrical Repairs,1469.81
212,221 East 36th Owners Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,17794.12
212,221 East 36th Owners Corp,Unitec Elevator Company,ELEVATOR_REPAIRS,Elevator Repairs,1057.96
212,221 East 36th Owners Corp,Crystal Comfort Inc.,AC_MAINTENANCE,AC Maintenance,3266.24
212,221 East 36th Owners Corp,Crystal Comfort Inc.,HVAC_MAINTENANCE,HVAC Maintenance,1956.45
212,221 East 36th Owners Corp,Unitec Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,21189.6
212,221 East 36th Owners Corp,Dial-A-Bug Pest Control,EXTERMINATING,Exterminating,7664.8
212,221 East 36th Owners Corp,OCS Chemical Engineering,WATER_TREATMENT,Water Treatment,9770.45
212,221 East 36th Owners Corp,La Fleur Verte,LANDSCAPING,Landscaping,11367.94
212,221 East 36th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,111372.68
212,221 East 36th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,27091.0
212,221 East 36th Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,10062.0
212,221 East 36th Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,133624.82
212,221 East 36th Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,108000.0
215,The Armory Owners Inc,North Pole Cooling Corp.,HVAC_REPAIRS,HVAC Repairs,4191.69
215,The Armory Owners Inc,ADV NY Incorporated,HVAC_REPAIRS,HVAC Repairs,16772.19
215,The Armory Owners Inc,"New York Plumbing, Heating, Cooling Corp",PLUMBING_REPAIRS,Plumbing Repairs,36983.14
215,The Armory Owners Inc,Pro-Tech Plumbing and Heating Corp.,PLUMBING_REPAIRS,Plumbing Repairs,7137.34
215,The Armory Owners Inc,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,1350.05
215,The Armory Owners Inc,Dave's Electric Motors & Pumps,PLUMBING_REPAIRS,Plumbing Repairs,3919.5
215,The Armory Owners Inc,The Armory Condominium,PLUMBING_REPAIRS,Plumbing Repairs,3809.94
215,The Armory Owners Inc,A & L Cesspool Service Corp,PLUMBING_REPAIRS,Plumbing Repairs,2154.24
215,The Armory Owners Inc,Pumping Solutions Inc.,PLUMBING_REPAIRS,Plumbing Repairs,2221.61
215,The Armory Owners Inc,Dynasty Elevator Corp,ELEVATOR_REPAIRS,Elevator Repairs,6754.33
215,The Armory Owners Inc,Nouveau Elevator,ELEVATOR_REPAIRS,Elevator Repairs,5356.65
215,The Armory Owners Inc,First Onsite Property Restoration,CLEANING_MAINTENANCE,Cleaning & Maintenance,10321.5
215,The Armory Owners Inc,Dynasty Elevator Corp,ELEVATOR_MAINTENANCE,Elevator Maintenance,12879.93
215,The Armory Owners Inc,Select Exterminating Company,EXTERMINATING,Exterminating,8402.47
215,The Armory Owners Inc,"Anodet, Inc",SECURITY_ALARM,Security/Alarm,1567.8
215,The Armory Owners Inc,Eagle Guard Security & Locksmith,SECURITY_ALARM,Security/Alarm,9162.48
215,The Armory Owners Inc,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,85245.48
216,315 East 70th Street Apartment Corp,Select Contracting Group Inc,PLUMBING_REPAIRS,Plumbing Repairs,1950.0
216,315 East 70th Street Apartment Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,1944.51
216,315 East 70th Street Apartment Corp,Adriatic Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,57295.3
216,315 East 70th Street Apartment Corp,Hydronic Mechanical Corp,PLUMBING_REPAIRS,Plumbing Repairs,20120.0
216,315 East 70th Street Apartment Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,40514.61
216,315 East 70th Street Apartment Corp,BP Elevator Company,ELEVATOR_MAINTENANCE,Elevator Maintenance,19027.92
216,315 East 70th Street Apartment Corp,Citiwide Exterminating Inc.,EXTERMINATING,Exterminating,16037.31
216,315 East 70th Street Apartment Corp,All-Star Tech Pest Control,EXTERMINATING,Exterminating,7447.06
216,315 East 70th Street Apartment Corp,"Super Alert, Inc",SECURITY_ALARM,Security/Alarm,6369.22
216,315 East 70th Street Apartment Corp,NY360,SECURITY_ALARM,Security/Alarm,1713.7
216,315 East 70th Street Apartment Corp,"Long Range Wireless, LLC",SECURITY_ALARM,Security/Alarm,538.93
216,315 East 70th Street Apartment Corp,NYC Floral Decorators,LANDSCAPING,Landscaping,1170.46
216,315 East 70th Street Apartment Corp,Ar-Raheem Glover,LANDSCAPING,Landscaping,1965.34
216,315 East 70th Street Apartment Corp,"Arborpolitan, Inc",LANDSCAPING,Landscaping,1908.28
216,315 East 70th Street Apartment Corp,Sosa Irriscape Corp,LANDSCAPING,Landscaping,4783.89
216,315 East 70th Street Apartment Corp,"City Landscaping, Inc.",LANDSCAPING,Landscaping,685.91
216,315 East 70th Street Apartment Corp,Berkadia Commercial Mortgage,INSURANCE_PACKAGE,Package Insurance,148242.17
216,315 East 70th Street Apartment Corp,NYC Water Board,WATER_SEWER,Water/Sewer,101838.63
216,315 East 70th Street Apartment Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,67700.64
217,The Armory Condominium,"New York Plumbing, Heating, Cooling Corp",PLUMBING_REPAIRS,Plumbing Repairs,3809.94
217,The Armory Condominium,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,132931.45
217,The Armory Condominium,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,25800.0
217,The Armory Condominium,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,14510.0
217,The Armory Condominium,NYC Water Board,WATER_SEWER,Water/Sewer,87269.73
217,The Armory Condominium,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,7744.56
224,159 Madison Owners Corp,New York Plumbing and Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,7493.13
224,159 Madison Owners Corp,3A Contracting Corp.,ELECTRICAL_REPAIRS,Electrical Repairs,544.38
224,159 Madison Owners Corp,"Centennial Elevator Industries,Inc.",ELEVATOR_REPAIRS,Elevator Repairs,862.83
224,159 Madison Owners Corp,"Centennial Elevator Industries,Inc.",ELEVATOR_MAINTENANCE,Elevator Maintenance,32622.71
224,159 Madison Owners Corp,Assured Environments,EXTERMINATING,Exterminating,11085.91
224,159 Madison Owners Corp,Brookfield Technology Center LLC,SECURITY_ALARM,Security/Alarm,10163.95
224,159 Madison Owners Corp,Nalco Company LLC,WATER_TREATMENT,Water Treatment,1840.04
224,159 Madison Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_PACKAGE,Package Insurance,66586.16
224,159 Madison Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_UMBRELLA,Umbrella Insurance,20000.0
224,159 Madison Owners Corp,New York-Alliant Insurance Services Inc,INSURANCE_DO,D&O Insurance,9568.0
224,159 Madison Owners Corp,NYC Water Board,WATER_SEWER,Water/Sewer,40461.41
224,159 Madison Owners Corp,"Century Management Services, Inc.",MANAGEMENT_FEES,Management Fees,70555.8
227,Regent House Tenants Corp,Aqua Blue Plumbing & Heating Corp,PLUMBING_REPAIRS,Plumbing Repairs,10722.22
227,Regent House Tenants Corp,Perfect Flow Sewer & Drain Services Inc.,PLUMBING_REPAIRS,Plumbing Repairs,1371.83
227,Regent House Tenants Corp,ABR Plumbing & Heating Inc.,PLUMBING_REPAIRS,Plumbing Repairs,1088.75
227,Regent House Tenants Corp,We Wire Electric Group Inc,ELECTRICAL_REPAIRS,Electrical Repairs,495.38
227,Regent House Tenants Corp,"L.C.D. Elevator, Inc.",ELEVATOR_REPAIRS,Elevator Repairs,5988.26
227,Regent House Tenants Corp,"American Fire Restoration, LLC",CLEANING_MAINTENANCE,Cleaning & Maintenance,14138.01
227,Regent House Tenants Corp,Bek Building Maintenance Corp,CLEANING_MAINTENANCE,Cleaning & Maintenance,7420.92
227,Regent House Tenants Corp,Imperial Window Cleaning LLC,CLEANING_MAINTENANCE,Cleaning & Maintenance,8443.71
